Date,Team,Acquired,Relinquished,Notes
2012-02-06, Jaguars,  Darcel McBath, , activated from IR
2012-02-06, Jaguars,  Derek Cox, , activated from IR
2012-02-06, Jaguars,  Eben Britton, , activated from IR
2012-02-06, Jaguars,  John Chick, , activated from IR
2012-02-06, Jaguars,  Kevin Haslam, , activated from IR
2012-02-06, Jaguars,  Kyle Bosworth, , activated from IR
2012-02-06, Jaguars,  Martin Rucker, , activated from IR
2012-02-06, Jaguars,  Matt Roth, , activated from IR
2012-02-06, Jaguars,  Rashad Jennings, , activated from IR
2012-02-06, Jaguars,  Rashean Mathis, , activated from IR
2012-02-06, Jaguars,  Richard Murphy, , activated from IR
2012-02-06, Jaguars,  Rod Issac, , activated from IR
2012-02-06, Jaguars,  T.J. Heath, , activated from IR
2012-02-06, Jaguars,  Terrell Whitehead, , activated from IR
2012-02-06, Jaguars,  William Middleton, , activated from IR
2012-02-06, Jaguars,  Zach Miller (b), , activated from IR
2012-02-06, Jaguars, Aaron Kampman, , activated from IR
2012-02-06, Jaguars, Clint Session, , activated from IR
2012-02-06, Jets,  Bryan Thomas (b), , activated from IR
2012-02-06, Jets,  Greg McElroy, , activated from IR
2012-02-06, Jets,  Jeff Cumberland, , activated from IR
2012-02-06, Jets,  Jim Leonhard, , activated from IR
2012-02-06, Jets,  Logan Payne, , activated from IR
2012-02-06, Jets,  Robert Turner / Rob Turner, , activated from IR
2012-02-06, Jets,  Taylor Boggs, , activated from IR
2012-02-06, Lions,  Erik Coleman, , activated from IR
2012-02-06, Lions,  Isaiah Ekejiuba, , activated from IR
2012-02-06, Lions,  Jahvid Best, , activated from IR
2012-02-06, Lions,  Jason Fox, , activated from IR
2012-02-06, Lions,  Johnny Culbreath, , activated from IR
2012-02-06, Lions,  Ryan Donahue, , activated from IR
2012-02-06, Lions, Mikel Leshoure, , activated from IR
2012-02-06, Packers,  Alex Green (b), , activated from IR
2012-02-06, Packers,  Andrew Quarless, , activated from IR
2012-02-06, Packers,  Derek Sherrod, , activated from IR
2012-02-06, Packers,  Lawrence Guy, , activated from IR
2012-02-06, Packers,  Nick Collins, , activated from IR
2012-02-06, Packers,  Shaky Smithson, , activated from IR
2012-02-06, Panthers,  Bryant Browning, , activated from IR
2012-02-06, Panthers,  Captain Munnerlyn, , activated from IR
2012-02-06, Panthers,  Cletis Gordon, , activated from IR
2012-02-06, Panthers,  David Gettis, , activated from IR
2012-02-06, Panthers,  Garry Williams, , activated from IR
2012-02-06, Panthers,  Gary Barnidge, , activated from IR
2012-02-06, Panthers,  Geoff Schwartz, , activated from IR
2012-02-06, Panthers,  Jason Phillips, , activated from IR
2012-02-06, Panthers,  Jon Beason, , activated from IR
2012-02-06, Panthers,  Mike Goodson, , activated from IR
2012-02-06, Panthers,  Ron Edwards, , activated from IR
2012-02-06, Panthers,  Sione Fua, , activated from IR
2012-02-06, Panthers,  Terrell McClain, , activated from IR
2012-02-06, Panthers,  Thomas Davis, , activated from IR
2012-02-06, Panthers,  Thomas Williams (c), , activated from IR
2012-02-06, Panthers,  Zack Williams, , activated from IR
2012-02-06, Panthers, Jeff Otah, , activated from IR
2012-02-06, Panthers, Legedu Naanee, , activated from IR
2012-02-06, Patriots,  Andre Carter, , activated from IR
2012-02-06, Patriots,  Bret Lockett, , activated from IR
2012-02-06, Patriots,  Christian Cox, , activated from IR
2012-02-06, Patriots,  Jeff Tarpinian, , activated from IR
2012-02-06, Patriots,  Jermaine Cunningham, , activated from IR
2012-02-06, Patriots,  Josh Barrett, , activated from IR
2012-02-06, Patriots,  Mike Wright (c), , activated from IR
2012-02-06, Patriots,  Myron Pryor, , activated from IR
2012-02-06, Patriots,  Ras-I Dowling, , activated from IR
2012-02-06, Patriots,  Rich Ohrnberger, , activated from IR
2012-02-06, Patriots, Dan Koppen, , activated from IR
2012-02-06, Patriots, Kyle Hix, , activated from IR
2012-02-06, Raiders,  Chimdi Chekwa, , activated from IR
2012-02-06, Raiders,  Derrick Jones (b), , activated from IR
2012-02-06, Raiders,  Hiram Eugene, , activated from IR
2012-02-06, Raiders,  Matt Shaughnessy, , activated from IR
2012-02-06, Raiders,  Travis Goethel, , activated from IR
2012-02-06, Rams,  Bradley Fletcher, , activated from IR
2012-02-06, Rams,  Brian Jackson, , activated from IR
2012-02-06, Rams,  Brit Miller, , activated from IR
2012-02-06, Rams,  Danny Amendola, , activated from IR
2012-02-06, Rams,  Greg Salas, , activated from IR
2012-02-06, Rams,  Jacob Bell, , activated from IR
2012-02-06, Rams,  Jason Smith, , activated from IR
2012-02-06, Rams,  Jermelle Cudjo, , activated from IR
2012-02-06, Rams,  Jerome Murphy, , activated from IR
2012-02-06, Rams,  Josh Hull, , activated from IR
2012-02-06, Rams,  Mark Clayton (b), , activated from IR
2012-02-06, Rams,  Marquis Johnson, , activated from IR
2012-02-06, Rams,  Michael Hoomanawanui, , activated from IR
2012-02-06, Rams,  Rodger Saffold, , activated from IR
2012-02-06, Rams,  Ron Bartell, , activated from IR
2012-02-06, Ravens,  Chavis Williams, , activated from IR
2012-02-06, Ravens,  David Reed, , activated from IR
2012-02-06, Ravens,  Domonique Foxworth, , activated from IR
2012-02-06, Ravens,  Matt Lawrence, , activated from IR
2012-02-06, Ravens,  Mike McAdoo, , activated from IR
2012-02-06, Ravens,  Ramon Harewood, , activated from IR
2012-02-06, Redskins,  Chris Baker (b), , activated from IR
2012-02-06, Redskins,  Chris Cooley, , activated from IR
2012-02-06, Redskins,  Jarvis Jenkins, , activated from IR
2012-02-06, Redskins,  Kedric Golston, , activated from IR
2012-02-06, Redskins,  Kory Lichtensteiger, , activated from IR
2012-02-06, Redskins,  LaRon Landry, , activated from IR
2012-02-06, Redskins,  Leonard Hankerson, , activated from IR
2012-02-06, Redskins,  Phillip Buchanon, , activated from IR
2012-02-06, Redskins,  Tim Hightower, , activated from IR
2012-02-06, Saints,  Charles Brown (a), , activated from IR
2012-02-06, Saints,  David Thomas (b), , activated from IR
2012-02-06, Saints,  Garrett Hartley, , activated from IR
2012-02-06, Saints,  Jeremiha Hunter, , activated from IR
2012-02-06, Saints,  Joseph Morgan, , activated from IR
2012-02-06, Saints,  Mark Ingram (b), , activated from IR
2012-02-06, Saints,  Will Herring, , activated from IR
2012-02-06, Seahawks,  Dexter Davis (b), , activated from IR
2012-02-06, Seahawks,  James Carpenter, , activated from IR
2012-02-06, Seahawks,  Jameson Konz, , activated from IR
2012-02-06, Seahawks,  Jimmy Wilkerson, , activated from IR
2012-02-06, Seahawks,  John Carlson, , activated from IR
2012-02-06, Seahawks,  John Moffitt, , activated from IR
2012-02-06, Seahawks,  Kris Durham, , activated from IR
2012-02-06, Seahawks,  Marcus Trufant, , activated from IR
2012-02-06, Seahawks,  Matt McCoy (b), , activated from IR
2012-02-06, Seahawks,  Mike Williams (Troy), , activated from IR
2012-02-06, Seahawks,  Ron Parker (a), , activated from IR
2012-02-06, Seahawks,  Russell Okung, , activated from IR
2012-02-06, Seahawks,  Sidney Rice, , activated from IR
2012-02-06, Seahawks,  Walter Thurmond III, , activated from IR
2012-02-06, Seahawks, David Vobora, , activated from IR
2012-02-06, Steelers,  Aaron Smith, , activated from IR
2012-02-06, Steelers,  Byron Leftwich, , activated from IR
2012-02-06, Steelers,  Chris Carter (d), , activated from IR
2012-02-06, Steelers,  Curtis Brown (c), , activated from IR
2012-02-06, Steelers,  Daniel Sepulveda / Dan Sepulveda, , activated from IR
2012-02-06, Steelers,  Jonathan Dwyer, , activated from IR
2012-02-06, Steelers,  Rashard Mendenhall, , activated from IR
2012-02-06, Steelers,  Willie Colon, , activated from IR
2012-02-06, Steelers, Baron Batch, , activated from IR
2012-02-06, Texans,  Brett Hartmann, , activated from IR
2012-02-06, Texans,  Darius Morris, , activated from IR
2012-02-06, Texans,  Darryl Sharpton, , activated from IR
2012-02-06, Texans,  Dominique Barber, , activated from IR
2012-02-06, Texans,  Kasey Studdard, , activated from IR
2012-02-06, Texans,  Lestar Jean, , activated from IR
2012-02-06, Texans,  Mario Williams, , activated from IR
2012-02-06, Texans,  Matt Leinart, , activated from IR
2012-02-06, Texans,  Matt Schaub, , activated from IR
2012-02-06, Texans,  Rashad Butler, , activated from IR
2012-02-06, Texans,  Rashad Carmichael / Roc Carmichael, , activated from IR
2012-02-06, Texans,  Shelley Smith, , activated from IR
2012-02-06, Titans,  Anthony Smith (b), , activated from IR
2012-02-06, Titans,  Barrett Ruud, , activated from IR
2012-02-06, Titans,  Javon Ringer, , activated from IR
2012-02-06, Titans,  Kenny Britt, , activated from IR
2012-02-06, Titans,  Orentha Murdock / O.J. Murdock, , activated from IR
2012-02-06, Titans, Ryan Mouton, , activated from IR
2012-02-06, Vikings,  Adrian Peterson (L.), , activated from IR
2012-02-06, Vikings,  Antoine Winfield, , activated from IR
2012-02-06, Vikings,  Cullen Loeffler, , activated from IR
2012-02-06, Vikings,  Husain Abdullah, , activated from IR
2012-02-06, Vikings,  Jasper Brinkley, , activated from IR
2012-02-06, Vikings,  Michael Jenkins, , activated from IR
2012-02-06, Vikings,  Scott Kooistra, , activated from IR
2012-02-06, Vikings,  Stephen Burton, , activated from IR
2012-02-06, Vikings,  Steve Hutchinson, , activated from IR
2012-02-06, Vikings,  Tyrell Johnson, , activated from IR
2012-05-15, Lions, ,  Jerome Harrison, placed on reserve/non-football injury list with brain tumor
2012-06-12, Patriots, ,  Brad Herman, placed on IR with Achilles tendon injury
2012-06-13, Chargers, ,  Nick Polk, placed on IR with undisclosed injury
2012-06-13, Chiefs, ,  Martin Rucker, placed on IR with torn ACL in right knee
2012-06-13, Ravens, ,  Mike McAdoo, placed on IR with Achilles tendon injury
2012-06-25, Saints, ,  Greg Romeus, placed on IR with left knee injury
2012-07-23, 49ers, ,  Darius Fleming, placed on physically unable to perform list
2012-07-23, Jets, ,  Demario Davis, placed on physically unable to perform list
2012-07-23, Jets, ,  Jordan White, placed on physically unable to perform list
2012-07-23, Jets, ,  LaRon Landry, placed on physically unable to perform list
2012-07-23, Jets, ,  Terrence Campbell, placed on physically unable to perform list
2012-07-24, Texans, ,  Dwight Jones, placed on did-not-report list
2012-07-25, Bears, ,  Johnny Knox, placed on physically unable to perform list recovering from surgery on back
2012-07-25, Cowboys, ,  Danny Coale, placed on physically unable to perform list
2012-07-25, Cowboys, ,  Kevin Kowalski, placed on physically unable to perform list
2012-07-25, Cowboys, ,  Mackenzy Bernadeau, placed on physically unable to perform list
2012-07-25, Cowboys, ,  Matt Johnson (c), placed on physically unable to perform list
2012-07-25, Cowboys, ,  Mike Jenkins (b), placed on physically unable to perform list
2012-07-25, Patriots, ,  Brian Waters, placed on reserve/did-not-report list
2012-07-25, Steelers, ,  Casey Hampton, placed on physically unable to perform list
2012-07-25, Steelers, ,  Da'Mon Cromartie-Smith / Damon Cromartie-Smith, placed on physically unable to perform list
2012-07-25, Steelers, ,  James Harrison (b), placed on physically unable to perform list
2012-07-25, Steelers, ,  Jason Worilds, placed on physically unable to perform list
2012-07-25, Steelers, ,  Max Starks, placed on physically unable to perform list
2012-07-25, Steelers, ,  Rashard Mendenhall, placed on physically unable to perform list
2012-07-25, Titans, ,  Kenny Britt, placed on physically unable to perform list
2012-07-25, Titans, ,  Markelle Martin, placed on physically unable to perform list
2012-07-25, Cardinals, ,  Blake DeChristopher, placed on IR with back injury
2012-07-26, Buccaneers, ,  Da'Quan Bowers, placed on physically unable to perform list
2012-07-26, Buccaneers, ,  Derrick Roberson, placed on physically unable to perform list
2012-07-26, Jets,  LaRon Landry, , activated from physically unable to perform list
2012-07-26, Redskins, ,  Chase Minnifield, placed on IR with right knee injury
2012-07-26, Redskins, ,  Tanard Jackson, placed on physically unable to perform list
2012-07-26, Redskins, ,  Tristan Davis, placed on physically unable to perform list
2012-07-27, Bengals, ,  Brandon Joiner, placed on reserve/did-not-report list
2012-07-27, Bengals, ,  Dre Kirkpatrick, placed on active/non-football injury list
2012-07-27, Bengals, ,  Jordan Shipley, placed on physically unable to perform list
2012-07-27, Bengals, ,  Mike Nugent, placed on physically unable to perform list
2012-07-27, Bengals, ,  Nate Clements, placed on physically unable to perform list
2012-07-27, Bengals, ,  Pat Sims, placed on physically unable to perform list
2012-07-27, Lions, ,  Jahvid Best, placed on physically unable to perform list
2012-07-27, Lions, ,  Jonathan Scott, placed on active/non-football injury list
2012-07-27, Vikings, ,  Adrian Peterson (L.), placed on physically unable to perform list
2012-07-27, Vikings, ,  Mickey Shuler, placed on active/non-football injury list
2012-07-27, Vikings, ,  Stephen Burton, placed on active/non-football injury list
2012-07-28, Jaguars, ,  Maurice Jones-Drew, placed on reserve/did-not-report list
2012-07-28, Lions,  Ronnell Lewis, , activated from physically unable to perform list
2012-07-28, Texans, ,  Darryl Sharpton, placed on physically unable to perform list
2012-07-29, Titans, ,  Orentha Murdock / O.J. Murdock, placed on reserve/did-not-report list
2012-07-30, Chiefs, ,  Kyle McCarthy, placed on IR with knee injury
2012-07-30, Jets,  Demario Davis, , activated from physically unable to perform list
2012-07-30, Jets,  Jordan White, , activated from physically unable to perform list
2012-07-30, Jets,  Terrence Campbell, , activated from physically unable to perform list
2012-07-30, Jaguars, ,  Reggie Corner, placed on IR with knee injury
2012-07-31, 49ers,  Joe Looney, , activated from active/non-football injury list
2012-08-02, Cardinals, ,  Ryan Bartholomew, placed on IR with knee injury
2012-08-02, Colts, , A.J. Edds, placed on IR with torn ACL in left knee
2012-08-02, Eagles, ,  Ronald Johnson, placed on IR with left ankle injury
2012-08-02, Patriots, ,  Jamey Richard, placed on IR with concussion
2012-08-02, Lions, ,  Michael Cosgrove, placed on IR with undisclosed injury
2012-08-03, Bills, ,  Chris Douglas (b), placed on IR
2012-08-03, Broncos, ,  D'Andre Goodwin, placed on IR with ankle injury
2012-08-03, Colts, ,  Ben Ijalana, placed on IR with knee injury
2012-08-03, Saints, ,  Chris Givens (a), placed on IR with undisclosed injury
2012-08-04, Bengals, ,  Shaun Prater, placed on IR with knee injury
2012-08-04, Colts, , A.J. Edds, placed on IR
2012-08-04, Steelers, ,  Terry Carter (b), placed on IR with undisclosed injury
2012-08-04, Titans, ,  Eugene Amano, placed on IR with triceps injury
2012-08-05, Eagles, ,  Ron Johnson, placed on IR
2012-08-05, Lions, ,  Ronnie Sneed, placed on IR with undisclosed injury
2012-08-06, Broncos, ,  Mario Fannin, placed on IR with knee injury
2012-08-06, Raiders,  Ron Bartell, , activated from non-football injury list
2012-08-07, Cardinals,  Chris Wells / Beanie Wells, , activated from physically unable to perform list
2012-08-07, Saints, ,  Scott Winnewisser, placed on IR with undisclosed injury
2012-08-07, Vikings, ,  Greg Childs, placed on IR with knee injury
2012-08-08, Buccaneers, ,  Jayme Mitchell, placed on reserve/left squad list
2012-08-08, Packers, ,  Mike McCabe (b), placed on IR with hip injury
2012-08-08, Lions,  Ronnie Sneed, , activated from IR
2012-08-08, Packers, ,  Jaymes Brooks, placed on physically unable to perform list
2012-08-09, Texans, ,  Keyaron Fox, placed on IR with knee injury
2012-08-10, Chargers, ,  Patrick Doyle, placed on IR with undisclosed injury
2012-08-10, Bills,  Chris Douglas (b), , activated from IR
2012-08-11, Falcons, ,  Bradie Ewing, placed on IR with torn ACL in right knee
2012-08-11, Panthers, ,  Lee Ziemba, placed on IR
2012-08-11, Saints, ,  A.J. Davis (b), placed on IR with undisclosed injury
2012-08-11, Saints, ,  Andrew Tiller, placed on IR with triceps injury
2012-08-11, Titans, ,  Alex Watkins, placed on IR with undisclosed injury
2012-08-12, Packers, , Eric Lair, placed on IR with knee injury
2012-08-12, Vikings,  Adrian Peterson (L.), , activated from physically unable to perform list
2012-08-12, Jaguars, ,  Taylor Price, placed on IR with foot injury
2012-08-13, Cardinals,  Jeff King, , activated from physically unable to perform list
